287
degradation,revision,authorexpertise,daysbeforerelease,bug,packages,files,issues,insertions,deletions,churns,deltalines,hunks,hour,day
true,0fbd643621f99f1ff03ddd834723b8d53cfd798a,2140,326,false,1,1,1,2,2,4,0,2,23,3
true,156dea5b3479805eec964b905847ce8e177cd560,2589,65,false,2,2,1,15,4,19,11,3,14,6
true,19e7c1cdc1acca652bd1b38e11db00d2f0302d61,325,173,true,1,2,1,39,10,49,29,8,10,3
true,1c8dc6f77027a3b3bcc68e24b427daa7effd2aa2,300,255,false,1,1,1,62,73,135,-11,7,11,5
true,1d6d597c1aa57ca27b0b4d9b337ad4849b093ab1,2224,303,false,17,36,1,66,66,132,0,64,14,6
true,2008dfb7044f544d7b112cf4666dfacf42406b89,2870,54,false,4,8,1,168,105,273,63,24,22,2
true,22f1e048923cf5b6e020a81b66e0a8512c24fe79,2168,311,false,151,1104,1,59880,36174,96054,23706,2679,12,5
true,28a1637874300d3d8feefecffdb9e8565e3171e9,2605,61,false,1,1,1,3,7,10,-4,3,14,3
true,296d552d7b0be2efd3ac7a691a8fd401e51496b6,2443,146,true,2,11,1,413,0,413,413,11,13,2
true,2bd223436bfb8f5993c13f8cbe37d755fec10501,2732,24,false,19,22,1,59,59,118,0,59,14,5
true,2e57d8db33b88889413f1396dbd4389904cf7e7f,2860,64,false,3,6,1,128,23,151,105,14,0,7
true,3da1d656cd4c85efe0919d1a32c33b300ef35490,3,570,false,1,1,1,110,95,205,15,1,22,4
true,4950a773dc7e3d286c67cdc4611f3b9bd2b060af,10,570,false,1,5,1,222,85,307,137,11,0,5
true,4ab506431371e78ee5d1f5000200c74f89a97a94,301,255,true,1,1,1,20,5,25,15,2,12,5
true,58daafa556ccf334bd7d03c83eab9973d83fb497,11,570,false,1,1,1,27,29,56,-2,2,1,5
true,5b730c0b41d6261be5bdd7810cdc59ebebf1d1ef,2705,38,true,1,2,1,65,3,68,62,5,12,5
true,612f6fb41322fa97547d02cfb4fdd4f20ba6892c,2589,65,false,1,2,1,6,8,14,-2,5,15,6
true,61b01295d0d52929178d058d48456cae4acbc3e7,2868,55,false,3,3,1,56,11,67,45,16,11,2
true,686bc9a8abbdb15034cf8055ec7653e27929f4ce,2544,93,false,2,2,1,26,3,29,23,2,15,6
true,6971b62d1a788e251e3aaabcf461fdd3e4a0eb4a,2153,314,false,2,3,1,68,12,80,56,9,14,2
true,6c58037e0ca57930d9646f254b0adc3701dceea1,2425,156,true,2,8,2,270,1,271,269,8,11,6
true,6f9821b81e2afeedebbe66496b85009c0c62f74c,340,123,true,2,8,1,236,283,519,-47,36,13,4
true,723d7d3c9ebe8336897d75d3754685384f017b3a,2860,58,false,4,5,1,85,25,110,60,13,23,5
true,90fa7ed0f228a66d8867dd741fb56e743cd55f61,2674,45,false,1,1,1,12,11,23,1,11,10,5
true,914b18d0f81e0df9d2f02fd7f2d3d71a49c2e22a,2641,58,false,1,1,1,3,3,6,0,2,15,6
true,9589d9720704809ecb5a55a4ebe942a001d9bd14,2713,33,false,1,2,1,2,2,4,0,2,10,3
true,9759e26e7558b713ed082e349cba2a6ed437725a,2069,354,true,5,9,1,16,16,32,0,11,14,4
true,9d726ae2f33d3988aa3bb26521717234e0d41deb,2538,94,false,3,3,1,40,3,43,37,3,17,5
true,abb316cea0a31edea61a25ea4c192507d5c7b390,2605,61,false,3,3,1,21,18,39,3,8,16,3
true,ac6688794a0d74a8787814370ee803c3b0efbaaf,2727,27,false,1,1,1,2,13,15,-11,1,10,2
true,acb4360abb8398d39f36f6f94b1711a98f072fbc,2605,61,false,2,4,1,28,36,64,-8,12,15,3
true,b54c663d01e37c51b6e773033705ab50d0a3fa77,2860,69,false,6,14,1,2074,27,2101,2047,33,0,2
true,b5e4574b1b135249dee7860e1f52b2a2af34b641,2412,159,false,4,8,1,80,194,274,-114,19,11,3
true,b891bb8ddff1fcd16b3deb1044f9753bd878ce36,9,570,false,1,1,1,82,39,121,43,2,0,5
true,b9ddb88862f15be28dd0a74869489a804e4cda43,2860,64,false,2,4,1,240,189,429,51,6,21,6
true,bd9bcd34d7356757fcd24a1f1a9f0520f1ea7b3f,2306,262,true,1,1,1,15,12,27,3,1,9,5
true,d31415397199ecc71f8486124f02a6e983e23781,2715,33,true,2,5,1,28,2,30,26,8,14,3
true,da98a830ce75b94bd7885a759659d1bd7abcf193,2871,53,false,1,1,1,8,1,9,7,1,14,3
true,eba961e585fd0fef9002a04588a96b68dc9035b5,2579,72,false,3,6,1,68,35,103,33,42,9,6
true,ec84bb57fbfadce914a1af79b1c47c3267de5d4b,2582,69,false,3,3,1,112,12,124,100,19,16,2
true,ecdfc124453ca614178d33d0c119d4e71872cfef,352,87,true,1,2,1,69,16,85,53,5,14,5
true,ed8d1258740c859a3f00c08d395366e09198b6fa,2733,24,false,17,20,1,30,30,60,0,30,14,5
true,f81ad2a53a7bcba321d3faa7f0b484b0bb431da9,2452,143,false,1,1,1,4,4,8,0,1,15,5
true,fb45a781c24f17d7a44658061c4f17e95c4cd1ef,341,122,true,2,3,1,4,9,13,-5,4,15,5
true,fd7ab849202144b183c3cbd69c81b7e4e433be99,2860,63,false,3,5,1,188,104,292,84,23,21,7
true,fea2b8e4e0feb6a7374bcfe6de2da5d1a2feba20,358,30,false,2,27,1,1340,1264,2604,76,30,16,6
true,ffd7e27401d851337e1c08324c94a6f9611ded59,2589,65,false,1,1,1,8,7,15,1,3,15,6
